單位,電話,地址,FLOOR_X,FLOOR_Y
昆明街派出所,02-23082353,臺北市萬華區仁德里昆明街245號,300845.000000,2770065.000000
西園路派出所,02-23032943,臺北市萬華區日善里東園街17號,300015.000000,2768988.000000
東園街派出所,02-23033247,臺北市萬華區全德里長泰街130號,300279.000000,2768352.000000
漢中街派出所,02-23312790,臺北市萬華區西門里漢中街122號,301218.000000,2770629.000000
萬華分局,02-23140364,臺北市萬華區青山里桂林路135號,300411.000000,2770142.000000
桂林路派出所,02-23314823,臺北市萬華區青山里桂林路135號,300411.000000,2770142.000000
莒光派出所,02-23064987,臺北市萬華區頂碩里莒光路171號,300728.000000,2769314.000000
康定路派出所,02-23064226,臺北市萬華區富福里和平西路3段112號,300494.000000,2769756.000000
華江派出所,02-23061531,臺北市萬華區華江里環河南路2段196號,299623.000000,2769439.000000
青年路派出所,02-23054219,臺北市萬華區萬大路423巷112號,300677.000000,2768299.000000
武昌街派出所,02-23312212,臺北市萬華區福星里西寧南路4號,301159.000000,2771180.000000
大理街派出所,02-23063468,臺北市萬華區糖廓里大理街99號,300291.000000,2769689.000000
高溪派出所,089-761089,臺東縣大武鄉大竹村加津林4號,242478.000000,2479641.000000
大武分局,089-791001,臺東縣大武鄉大武村大武街52號,240279.000000,2473213.000000
大武派出所,089-791125,臺東縣大武鄉大武村大武街52號,240279.000000,2473213.000000
尚武派出所,089-791105,臺東縣大武鄉尚武村客庄11號,238914.000000,2471170.000000
多良派出所,089-761368,臺東縣太麻里鄉多良村大溪262號,244081.000000,2484847.000000
金崙派出所,089-771086,臺東縣太麻里鄉金崙村金崙439號,246222.000000,2492619.000000
美和派出所,089-512542,臺東縣太麻里鄉美和村美和84之1號,254433.000000,2509328.000000
太麻里分駐所,089-781134,臺東縣太麻里鄉泰和村太麻里街142號,250742.000000,2501540.000000
成功分局,089-851001,臺東縣成功鎮忠仁里公民路87號,288423.000000,2555309.000000
新豐派出所,089-851054,臺東縣成功鎮忠仁里公民路87號,288414.000000,2555321.000000
忠孝派出所,089-871444,臺東縣成功鎮忠孝里成廣路9號,290995.000000,2561895.000000
都歷派出所,089-841290,臺東縣成功鎮信義里都歷路46號,283846.000000,2547136.000000
池上分駐所,089-862004,臺東縣池上鄉中山路212號,272258.000000,2557980.000000
錦安派出所,089-862344,臺東縣池上鄉萬安村12號,272567.000000,2554659.000000
利嘉派出所,089-382819,臺東縣卑南鄉利嘉村利嘉路617號,256707.000000,2519372.000000
初鹿派出所,089-571126,臺東縣卑南鄉初鹿村梅園路83號,259453.000000,2528890.000000
卑南分駐所,089-223820,臺東縣卑南鄉賓朗村賓朗路440號,259538.000000,2522877.000000
武陵派出所,089-551164,臺東縣延平鄉永康村5鄰太平路85號,262087.000000,2540849.000000
永康派出所,089-551154,臺東縣延平鄉永康村太平路85號,261766.000000,2536949.000000
紅葉派出所,089-561146,臺東縣延平鄉紅葉村9號,256438.000000,2532429.000000
延平分駐所,089-561245,臺東縣延平鄉桃源村74號,258349.000000,2533309.000000
鸞山派出所,089-568079,臺東縣延平鄉鸞山村19號,265580.000000,2533489.000000
東河分駐所,089-896010,臺東縣東河鄉東河村南東河118號,280869.000000,2540677.000000
泰源派出所,089-891014,臺東縣東河鄉泰源村本部落281號,279270.000000,2544067.000000
都蘭派出所,089-531209,臺東縣東河鄉都蘭村248號,273717.000000,2530299.000000
正興派出所,089-781364,臺東縣金峰鄉正興村51號,249768.000000,2500570.000000
金峰分駐所,089-751204,臺東縣金峰鄉嘉蘭村30號,246804.000000,2499400.000000
壢坵派出所,089-771162,臺東縣金峰鄉壢坵村33號,242279.000000,2491730.000000
三間派出所,089-831044,臺東縣長濱鄉三間村三間屋5號,297957.000000,2583685.000000
竹湖派出所,089-831086,臺東縣長濱鄉竹湖村南竹湖3號,293561.000000,2574709.000000
長濱分駐所,089-831034,臺東縣長濱鄉長濱村41號,296660.000000,2579569.000000
寧埔派出所,089-801257,臺東縣長濱鄉寧埔村7號,292580.000000,2571489.000000
樟原派出所,089-881027,臺東縣長濱鄉樟原村10號,299214.000000,2590129.000000
海端分駐所,089-931354,臺東縣海端鄉山界路13號,268096.000000,2555361.000000
加南派出所,089-811488,臺東縣海端鄉加南村4號,263412.000000,2544289.000000
利稻派出所,089-938064,臺東縣海端鄉利稻村文化路2號,252637.000000,2564819.000000
向陽派出所,0988095763,臺東縣海端鄉利稻村向陽1號,248561.000000,2571748.000000
啞口派出所,,臺東縣海端鄉利稻村啞口1號,247345.000000,2574137.000000
紅石派出所,089-811444,臺東縣海端鄉坎頂村中石路37號,265872.000000,2552099.000000
崁頂派出所,089-811418,臺東縣海端鄉坎頂村中福路22號,265128.000000,2549299.000000
初來派出所,089-931004,臺東縣海端鄉海端村初來路70號,266617.000000,2558200.000000
新武派出所,089-931386,臺東縣海端鄉海端村新武路9號,262730.000000,2558889.000000
霧鹿派出所,089-935024,臺東縣海端鄉海端村霧鹿村1號,254079.000000,2563529.000000
廣原派出所,089-861244,臺東縣海端鄉廣原村大埔路10號,271123.000000,2561235.000000
景平派出所,089-862474,臺東縣海端鄉廣原村錦屏路5號,267999.000000,2558813.000000
龍泉派出所,089-861344,臺東縣海端鄉廣原村龍泉路1號,269627.000000,2561410.000000
鹿野分駐所,089-551114,臺東縣鹿野鄉中華路59號,263926.000000,2534689.000000
瑞源派出所,089-581134,臺東縣鹿野鄉瑞源村文化路8號,266188.000000,2539555.000000
瑞豐派出所,089-811419,臺東縣鹿野鄉瑞豐村中山路61號,264049.000000,2541870.000000
土阪派出所,089-761027,臺東縣達仁鄉土阪村107號,238347.000000,2483900.000000
台阪派出所,089-761047,臺東縣達仁鄉台阪村13之2號,241295.000000,2485410.000000
達仁分駐所,089-702247,臺東縣達仁鄉安朔村復興路100號,238068.000000,2466222.000000
森永派出所,089-702297,臺東縣達仁鄉森永村森永路6號,236038.000000,2464358.000000
新化派出所,089-791749,臺東縣達仁鄉新化村1號,235453.000000,2475610.000000
公館派出所,089-672564,臺東縣綠島鄉公館村69號,300548.000000,2508289.000000
綠島分駐所,089-672521,臺東縣綠島鄉南寮村南寮160號,298199.000000,2507616.000000
中興派出所,089-322127,臺東縣臺東文化里市博愛路373號,265026.000000,2517089.000000
知本派出所,089-512614,臺東縣臺東市大和路11號,255905.000000,2511713.000000
寶桑派出所,089-322126,臺東縣臺東市中正里中華路一段276號,265875.000000,2517260.000000
臺東縣警察局,089-324534,臺東縣臺東市文化里中山路268號,265479.000000,2517272.000000
臺東分局,089-322306,臺東縣臺東市文化里博愛路373號,265013.000000,2517096.000000
永樂派出所,089-227818,臺東縣臺東市正氣北路915號,262684.000000,2517518.000000
南王派出所,089-223817,臺東縣臺東市更生北路624號,261834.000000,2520593.000000
溫泉派出所,089-512379,臺東縣臺東市建興里青海路四段343號,254283.000000,2511989.000000
富岡派出所,089-281040,臺東縣臺東市富岡里松江路一段431號,269887.000000,2521547.000000
馬蘭派出所,089-226492,臺東縣臺東市新生里更生路678號,264184.000000,2518441.000000
東興派出所,089-381714,臺東縣臺東市新園里中興路六段796號,255165.000000,2518060.000000
豐里派出所,089-327815,臺東縣臺東市豐里里中華路三段126號,262438.000000,2515079.000000
關山派出所,089-811284,臺東縣關山鎮中福里中正路27號,266513.000000,2549606.000000
關山分局,089-811001,臺東縣關山鎮中福里中正路27號,266463.000000,2549608.000000
電光派出所,089-951041,臺東縣關山鎮電光里中興路42號,268001.000000,2545639.000000
東清派出所,089-732975,臺東縣蘭嶼鄉東清村3號,308318.000000,2439989.000000
建蘭派出所,089-732560,臺東縣蘭嶼鄉紅頭村50號,307209.000000,2436449.000000
朗島派出所,089-732131,臺東縣蘭嶼鄉朗島村13號,304598.000000,2442349.000000
蘭嶼分駐所,089-732011,臺東縣蘭嶼鄉椰油村椰油31號,302886.000000,2439140.000000
三股派出所,06-7881404,臺南市七股區三股村7鄰72號,159846.000000,2555760.000000
後港派出所,06-7941924,臺南市七股區大潭村2鄰28號,161215.000000,2565352.000000
中鹽派出所,06-7800213,臺南市七股區中寮村23之65號,158541.000000,2561540.000000
七股分駐所,06-7872154,臺南市七股區玉城村玉城24號,161379.000000,2559560.000000
竹橋派出所,06-7891002,臺南市七股區竹橋村11鄰125號,163983.000000,2555771.000000
茅港派出所,06-6892454,臺南市下營區茅港村茅港尾298號,176489.000000,2568499.000000
賀建派出所,06-6892483,臺南市下營區賀建村麻豆寮2號,177893.000000,2572477.000000
下營分駐所,06-6892032,臺南市下營區新興村中山路1段226號,175032.000000,2570690.000000
二溪派出所,06-5762017,臺南市大內區二溪村二重溪150號,187707.000000,2557989.000000
大內分駐所,06-5761039,臺南市大內區石城村石仔瀨74號,184238.000000,2557791.000000
頭社派出所,06-5761564,臺南市大內區頭社村頭社60號,187209.000000,2560226.000000
山上分駐所,06-5781019,臺南市山上區山上村山上35號,184245.000000,2555381.000000
中正派出所,06-2222919,臺南市中西區民主里運河南路2號,167394.000000,2543753.000000
海安派出所,06-2200295,臺南市中西區安海里民生路2段273號,167191.000000,2544123.000000
民權派出所,06-2223002,臺南市中西區武聖里民權路2段202號,168148.000000,2543987.000000
博愛派出所,06-2284238,臺南市中西區清水里北門路1段103號,169186.000000,2543647.000000
第二分局,06-2139070,臺南市中西區進學里南寧街144號,168028.000000,2542882.000000
南門派出所,06-2148283,臺南市中西區進學里南寧街144號,168028.000000,2542882.000000
長樂派出所,06-2222422,臺南市中西區藥王里民權路3段230號,167365.000000,2544300.000000
文賢派出所,06-2661788,臺南市仁德區二仁路2段600號,170093.000000,2538215.000000
依仁派出所,06-2661245,臺南市仁德區中洲村中洲12號,173280.000000,2534331.000000
仁德分駐所,06-2702664,臺南市仁德區仁德村中山路624號,173188.000000,2541376.000000
太廟派出所,06-2726472,臺南市仁德區太子村太子路461號,174154.000000,2543478.000000
德南派出所,06-2791341,臺南市仁德區後壁村中正路2段271號,173227.000000,2539002.000000
大丘派出所,06-6981835,臺南市六甲區大丘村大邱圍5號,192357.000000,2568740.000000
鳳林派出所,06-6982390,臺南市六甲區中社村林鳳營154號,180423.000000,2571235.000000
六甲分駐所,06-6982139,臺南市六甲區水林村中山路210號,183168.000000,2570118.000000
王爺派出所,06-6981834,臺南市六甲區王爺村王爺宮15號,188541.000000,2568938.000000
文山派出所,06-7862324,臺南市北門區中樞村56號,160885.000000,2571270.000000
北門分駐所,06-7862041,臺南市北門區北門村舊哉22號,160422.000000,2573991.000000
蚵寮派出所,06-7860121,臺南市北門區保吉村蚵寮62─9號,161929.000000,2576280.000000
立人派出所,06-2224227,臺南市北區元和里西門路3段43號,168252.000000,2544691.000000
和緯派出所,06-2597695,臺南市北區文元里文賢路650號,167385.000000,2545617.000000
第五分局,06-2598595,臺南市北區文元里文賢路650號,167385.000000,2545617.000000
北門派出所,06-2224230,臺南市北區北門里北門路2段3號,169180.000000,2544258.000000
開元派出所,06-2345461,臺南市北區勝安里開元路145號,169897.000000,2545270.000000
實踐派出所,06-2520742,臺南市北區實踐里大武街162號,169656.000000,2546086.000000
公園派出所,06-2520392,臺南市北區興南里文成三路550號,169018.000000,2545039.000000
左區分駐所,06-5731017,臺南市左區區中正里172-6號,189052.000000,2550561.000000
岡林派出所,06-5730032,臺南市左區區岡林村37號,190003.000000,2545440.000000
大橋派出所,06-2044835,臺南市永康區大橋二街146號,171040.000000,2546728.000000
復興派出所,06-3115874,臺南市永康區成功里中華路34號,171591.000000,2544560.000000
大灣派出所,06-2712274,臺南市永康區東灣里民族路295號,175080.000000,2545093.000000
永信派出所,06-2014059,臺南市永康區國華街102巷110號,172816.000000,2546054.000000
龍潭派出所,06-2327954,臺南市永康區龍潭里龍埔街137號,174575.000000,2548219.000000
永康分局,06-2333324,臺南市永康區龍潭里龍埔街137號,174575.000000,2548219.000000
鹽行派出所,06-2531444,臺南市永康區鹽行里中山北路65號,172066.000000,2549102.000000
玉井分局,06-5742007,臺南市玉井區玉田村中山路2號,194572.000000,2557590.000000
玉井派出所,06-5742479,臺南市玉井區玉田村中山路2號,194572.000000,2557590.000000
望明派出所,06-5742445,臺南市玉井區望明村75號,194083.000000,2556180.000000
豐里派出所,06-5742091,臺南市玉井區豊里村58號,193063.000000,2558020.000000
內角派出所,06-6816374,臺南市白河區內角里30號,192656.000000,2588410.000000
仙草派出所,06-6854044,臺南市白河區仙草里仙草7之1號,196141.000000,2582626.000000
玉豐派出所,06-6854887,臺南市白河區玉豐里87號,190357.000000,2586281.000000
白河分局,06-6852006,臺南市白河區白河里中正路128號,190316.000000,2583281.000000
白河派出所,06-6852018,臺南市白河區白河里中正路128號,190316.000000,2583281.000000
竹門派出所,06-6854324,臺南市白河區竹門里125號,193262.000000,2586030.000000
河東派出所,06-6855334,臺南市白河區河東里3號,192291.000000,2582290.000000
關嶺派出所,06-6822629,臺南市白河區關嶺里14號,199354.000000,2581974.000000
華平派出所,06-2951720,臺南市安平區平通里育平路312號,164636.000000,2543682.000000
育平派出所,06-2982674,臺南市安平區平通里育平路321號,164636.000000,2543682.000000
安平派出所,06-2252598,臺南市安平區石門里安平路27號,164672.000000,2544407.000000
安定分駐所,06-5922277,臺南市安定區保西村443號,171762.000000,2557905.000000
海寮派出所,06-5931251,臺南市安定區海寮村海寮126號,169106.000000,2555241.000000
港口派出所,06-5932235,臺南市安定區港南村1之13號,170968.000000,2554210.000000
蘇厝派出所,06-5921514,臺南市安定區蘇林村70號,173698.000000,2558629.000000
安順派出所,06-2562405,臺南市安南區安西里安和路1段205號,169312.000000,2547916.000000
和順派出所,06-3554134,臺南市安南區州南里安和路4段569號,169923.000000,2551422.000000
安佃派出所,06-2567620,臺南市安南區佃西里海佃路4段496號,165339.000000,2551658.000000
長安派出所,06-2569531,臺南市安南區長安里長溪路3段313號,167736.000000,2551885.000000
土城派出所,06-2577403,臺南市安南區城中里城西街1段40號,160758.000000,2551459.000000
海南派出所,06-2588946,臺南市安南區海佃里海佃路1段419號,167013.000000,2547683.000000
第三分局,06-2567666,臺南市安南區淵東里安中路3段396號,165445.000000,2550032.000000
安南派出所,06-2567910,臺南市安南區淵東里安中路3段396號,165445.000000,2550032.000000
安中派出所,06-2467808,臺南市安南區鳳凰里安中路1段788號,167552.000000,2549309.000000
顯宮派出所,06-2841320,臺南市安南區顯宮里媽祖宮路50號,160823.000000,2548982.000000
第四分局,06-2252241,臺南市西區安海里民生路2段273號,167191.000000,2544123.000000
西港分駐所,06-7952045,臺南市西港區西港村中山路337號,168358.000000,2558130.000000
後營派出所,06-7952644,臺南市西港區後營村13鄰281號,169831.000000,2559950.000000
子龍派出所,06-7262290,臺南市佳里區子龍5鄰96號,168925.000000,2563871.000000
佳里分局,06-7222012,臺南市佳里區六安里忠孝路7號,165691.000000,2562818.000000
佳里派出所,06-7224145,臺南市佳里區六安里忠孝路7號,165691.000000,2562818.000000
延平派出所,06-7223094,臺南市佳里區頂廓里10鄰118號,162868.000000,2563691.000000
佳興派出所,06-7261404,臺南市佳里區興化里6鄰441號,166893.000000,2565591.000000
塭內派出所,06-7891415,臺南市佳里區龍安里8鄰84號,164429.000000,2558260.000000
官區派出所,06-6901160,臺南市官田區官田村官田383號,182381.000000,2565242.000000
拔林派出所,06-6901362,臺南市官田區拔林村拔子林74號,180759.000000,2563479.000000
官田分駐所,06-5791800,臺南市官田區隆田村中山路1段131號,179520.000000,2565810.000000
湖山派出所,06-6982533,臺南市官田區嘉南村嘉南41號,184886.000000,2568106.000000
水雲派出所,06-6231945,臺南市東山區水雲村12號,190020.000000,2575431.000000
東山分駐所,06-6800024,臺南市東山區東山村219號,189012.000000,2580540.000000
東河派出所,06-6231630,臺南市東山區東河村吉具耍16號,187065.000000,2577270.000000
東原派出所,06-6861051,臺南市東山區東原村10號,193309.000000,2573750.000000
青山派出所,06-6861049,臺南市東山區青山村31號,195665.000000,2575290.000000
東寧派出所,06-2375433,臺南市東區大學里林森路2段250號,170458.000000,2543579.000000
後甲派出所,06-2676364,臺南市東區自強里富農街1段267號,171620.000000,2542802.000000
文化派出所,06-2907243,臺南市東區忠孝里崇明路384號,170142.000000,2541839.000000
莊敬派出所,06-2385398,臺南市東區莊敬里東光路2段66號,171234.000000,2544148.000000
府東派出所,06-3316119,臺南市東區裕孝路136號,172429.000000,2542896.000000
第一分局,06-2684867,臺南市東區德高里崇善路740號,171271.000000,2540784.000000
德高派出所,06-2693405,臺南市東區德高里崇善路740號,171271.000000,2540784.000000
東門派出所,06-2690098,臺南市東區龍山里富德街23號,170407.000000,2542767.000000
北寮派出所,06-5772057,臺南市南化區北寮村111號,198004.000000,2553050.000000
玉山派出所,06-5772058,臺南市南化區玉山村54號,200809.000000,2552600.000000
東埔派出所,06-5771629,臺南市南化區東和村1號,195978.000000,2547570.000000
南化分駐所,06-5771179,臺南市南化區南化村170號,196433.000000,2549020.000000
大林派出所,06-2150209,臺南市南區大林里大同路2段456號,169431.000000,2541575.000000
金華派出所,06-2640007,臺南市南區再興里金華路2段250號,167118.000000,2542450.000000
第六分局,06-2640556,臺南市南區南都里中華南路2段241號,166723.000000,2540235.000000
鹽埕派出所,06-2651592,臺南市南區南都里中華南路2段241號,166723.000000,2540235.000000
灣裡派出所,06-2622819,臺南市南區省躬里灣裡路61巷2號,166017.000000,2537079.000000
喜樹派出所,06-2622407,臺南市南區喜東里喜樹路151巷1號,165814.000000,2537992.000000
新興派出所,06-2611428,臺南市南區彰南里中華西路1段67號之1,166300.000000,2541647.000000
鯤鯓派出所,06-2627306,臺南市南區鯤鯓里鯤鯓路161號,164800.000000,2540314.000000
安溪派出所,06-6361302,臺南市後壁區長安村59號,184292.000000,2581230.000000
後壁分駐所,06-6872744,臺南市後壁區後壁村4號,184887.000000,2584870.000000
長安派出所,06-6622664,臺南市後壁區頂長村4號,181563.000000,2585120.000000
菁寮派出所,06-6621401,臺南市後壁區菁寮村77號,181977.000000,2586390.000000
柳營分駐所,06-6223424,臺南市柳營區士林村柳營路一段785號,179646.000000,2575058.000000
果毅派出所,06-6231514,臺南市柳營區神農村296號,185435.000000,2572871.000000
重溪派出所,06-6231664,臺南市柳營區篤農村229號,185260.000000,2576540.000000
將軍分駐所,06-7942182,臺南市將軍區中興村6號,163804.000000,2566561.000000
苓和派出所,06-7942855,臺南市將軍區苓和村苓和100號,164457.000000,2568776.000000
將富派出所,06-7942664,臺南市將軍區將富村將富50號,161601.000000,2568433.000000
鯤鯓派出所,06-7920204,臺南市將軍區鯤鯓村鯤鯓95號,156663.000000,2565577.000000
復光派出所,06-5701654,臺南市麻豆區小埤里埤頭5號,170939.000000,2565702.000000
麻豆分局,06-5722031,臺南市麻豆區中興里興國路6號,172976.000000,2564719.000000
麻豆派出所,06-5722104,臺南市麻豆區中興里興國路6號,172976.000000,2564719.000000
安業派出所,06-5722804,臺南市麻豆區安業里安業112號,172822.000000,2562128.000000
國藩派出所,06-5724310,臺南市麻豆區南勢里南勢93號,174967.000000,2564842.000000
善化派出所,06-5817007,臺南市善化區中山路353之1號,177586.000000,2559044.000000
東昌派出所,06-5837305,臺南市善化區東昌里101號,180103.000000,2561781.000000
溪美派出所,06-5817981,臺南市善化區溪南里115號,176982.000000,2561524.000000
茄拔派出所,06-5837379,臺南市善化區嘉南里茄拔350號,180594.000000,2559598.000000
善化分局,06-5817434,臺南市善化區興農路461號,175080.000000,2558844.000000
知義派出所,06-5902949,臺南市新化區山腳里頂山腳182號,179662.000000,2546861.000000
唪口派出所,06-5982924,臺南市新化區中山路660巷50號,178060.000000,2548669.000000
新化派出所,06-5901022,臺南市新化區中山路91號,179155.000000,2548210.000000
新化分局,06-5902003,臺南市新化區中山路91號,179155.000000,2548210.000000
那菝派出所,06-5911051,臺南市新化區那拔里拔林75號,183497.000000,2551990.000000
新市分駐所,06-5993019,臺南市新市區新市村復興路2號,177841.000000,2553269.000000
潭頂派出所,06-5991934,臺南市新市區潭頂村398號,180518.000000,2552970.000000
中山路派出所,06-6322306,臺南市新營區中山路119號,180212.000000,2578185.000000
新營分局,06-6323297,臺南市新營區中山路119號,180212.000000,2578185.000000
太宮派出所,06-6524753,臺南市新營區太南里太子宮201號,176089.000000,2576976.000000
民治派出所,06-6322164,臺南市新營區民治路49號,179755.000000,2578826.000000
後區派出所,06-6328752,臺南市新營區埤寮里建國路110號,179719.000000,2581055.000000
鐵線派出所,06-6581584,臺南市新營區鐵線里鐵線橋102號,175976.000000,2574132.000000
鹿田派出所,06-5751183,臺南市楠西區鹿田村鹿陶洋30號,197653.000000,2561549.000000
楠西分駐所,06-5751252,臺南市楠西區楠西村224號,197370.000000,2563690.000000
永康派出所,06-2326081,臺南市臺南市永康區中山北路2號,173896.000000,2547344.000000
中浯派出所,06-7833907,臺南市學甲區光明里中洲287號,163672.000000,2571630.000000
宅港派出所,06-7833904,臺南市學甲區宅港里4鄰52號,168471.000000,2573130.000000
學甲分局,06-7832710,臺南市學甲區百福里華宗路294號,166397.000000,2569986.000000
學甲派出所,06-7833208,臺南市學甲區百福里華宗路294號,166376.000000,2570021.000000
頂洲派出所,06-7810040,臺南市學甲區頂洲里頂洲110之1號,168337.000000,2576330.000000
龍崎分駐所,06-5941010,臺南市龍崎區大坪里9鄰37之2號,184281.000000,2540599.000000
龍船派出所,06-5941099,臺南市龍崎區石糟村米市園1號,187669.000000,2538689.000000
大潭派出所,06-2781450,臺南市歸仁區大潭村長榮路一段295號,175281.000000,2534527.000000
歸仁分局,06-2304964,臺南市歸仁區六甲村中正南路一段1209號,175972.000000,2538591.000000
歸南派出所,06-2307887,臺南市歸仁區六甲村中正南路一段1209號,175972.000000,2538591.000000
媽廟派出所,06-2309731,臺南市歸仁區媽廟村中正北路3段100號,177617.000000,2543753.000000
歸仁派出所,06-2304028,臺南市歸仁區歸仁村忠孝北路160號,178204.000000,2541128.000000
南雄派出所,06-5551907,臺南市關廟區田中村田大路1號,184074.000000,2534000.000000
保東派出所,06-5955799,臺南市關廟區埤頭村埤頭62號,179114.000000,2544014.000000
關廟分駐所,06-5952013,臺南市關廟區關廟村文衡路19號,180883.000000,2540112.000000
竹埔派出所,06-6551960,臺南市鹽水區竹埔里1號,173029.000000,2574690.000000
鹽水分駐所,06-6521032,臺南市鹽水區武廟路23號,174884.000000,2580008.000000
華雅派出所,06-6552307,臺南市鹽水區歡雅里25號,172441.000000,2576870.000000
七美分駐所,06-9971001,澎湖縣七美鄉平和村10號,88633.000000,2568064.000000
吉貝派出所,06-9911165,澎湖縣白沙鄉吉貝村1號,108828.000000,2627055.000000
白沙派出所,06-9931071,澎湖縣白沙鄉赤崁村135號,108824.000000,2626994.000000
白沙分局,06-9932849,澎湖縣白沙鄉後寮村7之9號,107206.000000,2618825.000000
通梁派出所,06-9931484,澎湖縣白沙鄉通梁村149號,102770.000000,2617692.000000
講美派出所,06-9931501,澎湖縣白沙鄉講美村103號,106922.000000,2615113.000000
外垵派出所,06-9981702,澎湖縣西嶼鄉外垵村12號,94852.000000,2608087.000000
竹灣派出所,06-9981701,澎湖縣西嶼鄉合界村1之9號,99096.000000,2615324.000000
西嶼分駐所,06-9981155,澎湖縣西嶼鄉池東村214號,97775.000000,2611585.000000
澎湖縣政府警察局,06-9272557,澎湖縣馬公市中興里治平路36號,103598.000000,2608149.000000
文澳派出所,06-9214622,澎湖縣馬公市東文里5號,105650.000000,2607416.000000
東衛派出所,06-9211318,澎湖縣馬公市東衛里12號,107220.000000,2608097.000000
虎井派出所,06-9291112,澎湖縣馬公市虎井里75之2號,103020.000000,2607380.000000
啟明派出所,06-9272541,澎湖縣馬公市啟明里仁愛路16號,103724.000000,2607607.000000
馬公分局,06-9273284,澎湖縣馬公市陽明里新生路201號,104640.000000,2608189.000000
光明派出所,06-9272542,澎湖縣馬公市新生路201號,104640.000000,2608189.000000
鎖港派出所,06-9951024,澎湖縣馬公市鎖港里1481號,107291.000000,2603060.000000
水垵派出所,06-9991345,澎湖縣望安鄉水垵村40號,96697.000000,2588101.000000
雙吉派出所,06-9991119,澎湖縣望安鄉東吉村1之183號,113830.000000,2573296.000000
望安分局,06-9991057,澎湖縣望安鄉東安村57號,96820.000000,2584396.000000
東垵派出所,06-9991343,澎湖縣望安鄉東安村57號,96702.000000,2584528.000000
嶼坪派出所,06-9991527,澎湖縣望安鄉東坪村45號,97879.000000,2573575.000000
花嶼派出所,06-9991742,澎湖縣望安鄉花嶼村45之1號,78547.000000,2589529.000000
將軍派出所,06-9902112,澎湖縣望安鄉將軍村160號,98745.000000,2585356.000000
湖西分駐所,06-9921022,澎湖縣湖西村77號,112778.000000,2609579.000000
西溪派出所,06-9921397,澎湖縣湖西鄉西溪村126之1號,111049.000000,2609325.000000
沙港派出所,06-9210779,澎湖縣湖西鄉沙港村138號,113092.000000,2609611.000000
隘門派出所,06-9210780,澎湖縣湖西鄉隘門村1號,110790.000000,2607319.000000
龍門派出所,06-9921434,澎湖縣湖西鄉龍門村39號,111404.000000,2608917.000000
